Token	UniLemma	AoA	AdjustedDiversity	Diversity	LogFreq	LexicalClass	NChars	Concreteness	MLU
¡am!	yum yum	59.2427269205024	-3.87501590725284	0	-7.10704292756663	other	4	4.16755555555556	7.25207922989424
¡pum!	bang	20.3217386364455	-3.87501590725284	0	-7.10704292756663	other	5	3.77	7.25207922989424
abajo	down	24.0353403549692	51.0369153020138	412	-0.973644884569983	function_words	5	3.52	7.19956616052061
abeja	bee	29.7485202993061	-22.0680684801852	40	-3.39347086086232	nouns	5	4.88	4.60975609756098
abrir	open (action)	20.234176273405	-3.63015618063827	182	-1.90303624048984	verbs	5	3.21	6.87362637362637
abuela	grandma	16.2013748968749	5.93382370620515	284	-1.34185182478179	other	6	4.54	7.52978056426332
abuelo	grandpa	19.5394521684083	12.1590217594915	175	-2.08316240672036	other	6	4.39	6.96710526315789
acabar	finish	24.7083524020946	32.6414222023848	89	-3.52352398911052	verbs	6	2.89	8.02777777777778
acerrín	kid's song	37.4663966586314	-3.87501590725284	0	-7.10704292756663	other	7	4.16755555555556	7.25207922989424
adentro	inside	27.431305601587	30.4526944724824	187	-2.13722962799063	function_words	7	3.67	7.09722222222222
adíos	bye	13.0560805731047	-3.87501590725284	0	-7.10704292756663	other	5	2.25	7.25207922989424
afuera	out	25.726622780438	44.7076647275339	128	-2.99616906339332	function_words	6	2.73	7.62295081967213
agua	water (beverage)	3.35327047433637	-29.9839847157841	619	-0.11862974556704	nouns	4	5	6.56549815498155
ahí	there	21.3107479824962	-44.0577343643165	1687	1.50400483932123	function_words	3	2.2	5.80680990531682
ahorita	now	27.0306441737486	59.2629734887366	161	-2.72501629289275	other	7	1.48	9.8375
alberca	pool	30.5660337210741	4.17811810286259	13	-6.00843063889852	nouns	7	4.77	12
almohada	pillow	23.6719825392124	6.62490363069391	36	-4.39899272646442	nouns	8	5	9.46666666666667
amarillo	yellow	28.3196830763211	-65.1557467384501	262	-1.11308150026006	adjectives	8	4.3	5.214463840399
animal	animal	25.2045502674741	-1.16673174681176	177	-1.95954845075318	nouns	6	4.61	8.37790697674419
apagar	turn off	23.8909083152847	8.60691581050554	49	-3.97154871163748	verbs	6	3.44	6.8695652173913
apurar	hurry	29.4108848203561	-3.87501590725284	0	-7.10704292756663	verbs	6	2.63	7.25207922989424
aquel	that	20.7423571510697	49.7008617762388	114	-3.34584281187307	function_words	5	1.54	8.93023255813953
aquí	here	23.3816803806531	-137.903819546974	2227	2.14549449310934	function_words	4	3.13	6.08129613651615
araña	spider	22.4743722136627	-8.28235813541593	80	-2.91738818554021	nouns	5	4.97	7.5
árbol	tree	22.2612674579314	-38.1019313325426	248	-1.30190795865014	nouns	5	5	6.68373493975904
ardilla	squirrel	31.6972751391799	-6.70268224621432	121	-2.41569504533749	nouns	7	4.89	6.77981651376147
aretes	earrings	26.188607409574	-4.82188189713741	4	-6.00843063889852	nouns	6	4.16755555555556	4
arriba	up	23.8823820878561	5.25725940925412	459	-0.645574751212914	function_words	6	3.83	6.1765625
arroz	rice	22.6636594433546	12.1461847265827	124	-2.59618342104978	nouns	5	4.86	5.63736263736264
aspiradora	vacuum	37.0279325527332	8.6278967253671	27	-5.0276013858868	nouns	10	4.22	7.375
atole	atole	27.976824264507	-3.87501590725284	0	-7.10704292756663	nouns	5	4.16755555555556	7.25207922989424
atrás	back (location)	28.365618304816	25.0486156923489	191	-2.05718692031709	function_words	5	4.33	6.66666666666667
avión	airplane	20.6579180006769	-22.1780648243655	218	-1.5463612965511	nouns	5	4.96	5.44615384615385
ayer	yesterday	32.2660543644799	90.3489188592351	343	-1.47583114574527	other	4	3	8.21146953405018
ayudar	help	26.2886996652139	17.7733215234927	109	-2.87293642296937	verbs	6	2.56	7.84057971014493
azul	blue	27.4469415987557	-54.0471230724044	280	-1.0835953346056	adjectives	4	3.76	4.78934624697337
babero	bib	24.6227752430649	-3.18972664450128	75	-3.08169123683148	nouns	6	4.79	5.17857142857143
bacinica	potty	27.174527439272	-3.87501590725284	0	-7.10704292756663	nouns	8	4.12	7.25207922989424
bailar	dance	22.5957833913251	-1.59456956639792	66	-3.27840153107754	verbs	6	4.32	5.76086956521739
baño	bathroom	20.3763014811405	15.8699251016821	174	-2.1234363058583	nouns	4	4.52	7.19178082191781
barco	boat	26.6853557794594	-64.4190728758422	511	-0.298003621523652	nouns	5	4.93	6.59050772626932
basura	trash	20.8104537660011	-15.7370265112634	86	-2.72501629289275	nouns	6	4.7	6.3125
bat	bat	39.8069967145338	1.48771788887518	8	-6.41389574700669	nouns	3	5	19
bebé	baby	13.1480158862595	-49.9218069816418	346	-0.841741714828922	other	4	5	6.66159695817491
bee	baa baa	25.3895269544259	-8.70472336348161	13	-4.80445783457259	other	3	4.16755555555556	2.6
besitos	kiss	18.5693884803689	11.1302001084857	36	-4.62213627777863	other	7	4.48	6.66666666666667
bicicleta	bicycle	23.8011461601064	16.718817599278	99	-3.01269836534453	nouns	9	4.89	6.23333333333333
bigote	mustache	28.3034011454632	-0.0781963783306523	39	-4.01600047420832	nouns	6	4.9	5.45454545454545
boca	mouth	18.5077275389383	-7.94180332118253	314	-1.13578108777617	nouns	4	4.74	7.30357142857143
bolsa	purse	22.8712976043562	27.4475118341735	142	-2.56374814529663	nouns	5	4.9	7.25531914893617
bonita	pretty	24.7828299792804	-22.4221530211034	303	-1.12059092228219	adjectives	6	2.4	6.18592964824121
borrego	lamb	27.7758312325823	-0.704723363481605	21	-4.80445783457259	nouns	7	4.97	9.4
botas	boots	26.4680226699193	17.1461847265827	129	-2.59618342104978	nouns	5	5	6.42857142857143
botella	bottle	19.3056468647198	4.25235737189134	42	-4.06252048984321	nouns	7	4.91	7.28571428571429
botón	button	23.9731780409283	-8.29899128245233	76	-2.97990854252154	nouns	5	4.96	6.16129032258065
brazo	arm	24.0533561838453	8.49733546627759	75	-3.30038043779631	nouns	5	4.96	6.95555555555556
brincar	jump	23.6582492776211	9.17811810286259	18	-6.00843063889852	verbs	7	4.52	19
buenas	good night	25.2119160514995	19.7549819110792	100	-3.04659991702021	other	6	1.64	6.32758620689655
buenos	good morning	25.6091312237005	-65.8884912894578	190	-1.45806868940543	other	6	1.64	5.54577464788732
buey	ox	32.5406805067324	9.18269513236133	24	-5.31528345833858	nouns	4	4.86	9.83333333333333
búho	owl	31.3727486702334	-2.40070968451184	24	-4.5420935701051	nouns	4	4.93	5.46153846153846
burro	donkey	24.1514424082922	-8.96416019798708	89	-2.7763095872803	nouns	5	5	6.03947368421053
caballo	horse	19.6088111144649	-23.9383178286633	441	-0.610267937380769	nouns	7	5	6.36953242835596
cabeza	head	19.5068850305022	10.0237064915472	383	-0.927026273914059	nouns	6	4.75	8.70600414078675
cachete	cheek	25.3162932568623	3.48771788887518	10	-6.41389574700669	nouns	7	4.83	12
caer	fall	22.7403058986018	-72.8884912894578	183	-1.45806868940543	verbs	4	4.04	7.66197183098592
café	coffee	24.15124416825	16.2255624130498	245	-1.61398148422608	nouns	4	4.81	6.89711934156379
caja	box	23.6869255132891	-0.0596516497564039	162	-2.08976309075171	nouns	4	4.9	6.86092715231788
cajón	drawer	26.5180279481681	-4.01835886165776	70	-3.1557992089852	nouns	5	4.67	7.36538461538461
calcetín	sock	20.4604532186699	-14.281182400722	68	-3.01269836534453	nouns	8	4.91	6.06666666666667
caliente	hot	21.1774666721591	-25.227153505327	92	-2.53233194906325	adjectives	8	4.31	5.92783505154639
calzón	underpants	21.7244259157602	-3.87501590725284	0	-7.10704292756663	nouns	6	4.89	7.25207922989424
cama	bed	19.7944199661724	-77.8479262994489	498	-0.296900477451495	nouns	4	5	7.79051819184123
caminar	walk	24.4657685507464	3.13020010848575	28	-4.62213627777863	verbs	7	4.07	6.91666666666667
